IDP_Agreed_Upon,acq_wf,age,age_bucket,age_delta,availability,career_segment,clearance_level,competency_id,competency_name,devcom_center,development_level,domain,first_name,focus,frequency,full_name,gender,govt_svc,high_edu_achieved,id,last_name,new_acq_wf,num_competencies,num_projects,personnel_type,phone,race,real_email,ret_age,specialization,state,utilization,years_to_retire_age,yrs_to_retire_bucket
TRUE,,32,30-39,10,,,TS-SCI,67,Modeling & Simulation,GvSC,2 - Mid,Lifecycle Engineering,Jacklin,,2,Jacklin Kardos,Male,7.47668,Masters,6556,Kardos,FALSE,2,3,Contractor,445-450-4688,White,Jacklin.Kardos.ctr@mail.mil,49.52332,,MI,100,18,15-20
TRUE,,53,50-59,31,20,,Top Secret,37,Integrated Materiel Performance,CBC,5 - Management,Data & Analysis,Kelcey,,4,Kelcey Isaaksohn,Male,28.135531,Masters,6557,Isaaksohn,FALSE,4,2,Contractor,249-906-8462,White,Kelcey.Isaaksohn.ctr@mail.mil,53,,MD,80,,0-5
TRUE,FALSE,20,20-29,-2,100,C5ISR,None,14,Knowledge Management,C5ISR,1 - Junior,Science & Technology,Pall,Scientists Engineers and Analysts (SEA),1,Pall Maior,Female,,Masters,6558,Maior,TRUE,1,,Civilian,148-683-1994,White,Pall.Maior4@mail.mil,45,Computer Science,MD,,25,20-25
FALSE,TRUE,18,20-29,-4,,Aviation & Missile,None,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Buffy,Scientists Engineers and Analysts (SEA),2,Buffy Biaggioli,Male,,Bachelors,6559,Biaggioli,TRUE,2,1,Civilian,,White,Buffy.Biaggioli8@mail.mil,43,Electronics Engineering,AL,100,25,20-25
TRUE,,62,60+,40,,C5ISR,Secret,12,Cyber,C5ISR,2 - Mid,Science & Technology,Brendan,,2,Brendan Duferie,Female,16.264437,Masters,6560,Duferie,TRUE,2,3,Contractor,942-531-1499,White,Brendan.Duferie.ctr@mail.mil,62,,MD,100,,0-5
TRUE,TRUE,60,60+,38,,Chem-Bio,Secret,18,Threat Agent Science & Toxicology,CBC,5 - Management,Science & Technology,Maurits,Scientists Engineers and Analysts (SEA),4,Maurits Start,Male,13.710632,Masters,6561,Start,FALSE,4,1,Civilian,261-234-9461,White,Maurits.Start2@mail.mil,62,General Engineering,MD,100,2,0-5
TRUE,TRUE,56,50-59,34,,C5ISR,None,10,Networking,C5ISR,2 - Mid,Science & Technology,Cristal,Scientists Engineers and Analysts (SEA),2,Cristal Musto,Female,20.794754,Bachelors,6562,Musto,TRUE,2,1,Civilian,267-703-7712,White,Cristal.Musto7@mail.mil,60.205246,Aerospace Engineering,MD,100,4,0-5
TRUE,,65,60+,43,20,Aviation & Missile,Secret,5,Air Defense Sensor Tech,AvMC,5 - Management,Science & Technology,Kiah,,4,Kiah Pestridge,Female,18.272689,Masters,6563,Pestridge,FALSE,4,1,Contractor,500-724-1930,White,Kiah.Pestridge.ctr@mail.mil,65,,AL,80,,0-5
TRUE,FALSE,22,20-29,,,Armaments,None,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,2 - Mid,Science & Technology,Roth,Scientists Engineers and Analysts (SEA),2,Roth Lideard,Female,,Bachelors,6564,Lideard,TRUE,2,1,Civilian,637-995-7203,White,Roth.Lideard5@mail.mil,47,Psychology,NJ,100,25,20-25
TRUE,TRUE,50,50-59,28,,Aviation & Missile,TS-SCI,5,Air Defense Sensor Tech,AvMC,5 - Management,Science & Technology,Trude,Scientists Engineers and Analysts (SEA),4,Trude Craxford,Male,20.710433,Bachelors,6565,Craxford,TRUE,4,2,Civilian,882-150-8633,White,Trude.Craxford8@mail.mil,54.289567,Mechanical Engineering,AL,100,4,0-5
FALSE,FALSE,47,40-49,25,100,Armaments,None,9,Materials & Structures,AC,2 - Mid,Science & Technology,Fernanda,Business,2,Fernanda Gilyatt,Female,18.215876,Doctorate,6566,Gilyatt,TRUE,2,,Civilian,231-290-4525,White,Fernanda.Gilyatt1@mail.mil,53.784124,,NJ,,7,05-10
TRUE,TRUE,39,30-39,17,,Armaments,Secret,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,4 - Senior Technical Expert,Science & Technology,Devi,Scientists Engineers and Analysts (SEA),5,Devi Samson,Female,4.569068,Bachelors,6567,Samson,TRUE,5,2,Civilian,195-476-3700,White,Devi.Samson7@mail.mil,59.430932,Electronics Engineering,NJ,100,20,15-20
TRUE,TRUE,38,30-39,16,40,C5ISR,Secret,10,Networking,C5ISR,3 - Senior,Science & Technology,Bell,Scientists Engineers and Analysts (SEA),3,Bell Pennycord,Male,13.7609,Masters,6568,Pennycord,FALSE,3,1,Civilian,181-572-1414,White,Bell.Pennycord8@mail.mil,49.2391,Chemical Engineering,MD,60,11,10-15
TRUE,,55,50-59,33,60,,Secret,52,Contract/ Acquisitions,AC,3 - Senior,Business,Sallyann,,3,Sallyann Orcott,Female,13.878774,Masters,6569,Orcott,FALSE,3,1,Contractor,735-962-7924,White,Sallyann.Orcott.ctr@mail.mil,62,,NJ,40,7,05-10
TRUE,TRUE,27,20-29,5,,Soldier,Secret,21,Soldier Performance/ Integration,SC,1 - Junior,Science & Technology,Brigitta,Scientists Engineers and Analysts (SEA),1,Brigitta Peiser,Male,2.290446,Masters,6570,Peiser,TRUE,1,3,Civilian,422-379-0641,Non-White,Brigitta.Peiser4@mail.mil,49.709554,Materials Engineering,MA,100,23,20-25
TRUE,,41,40-49,19,,Aviation & Missile,None,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Clemens,,2,Clemens Aleso,Female,9.872699,Masters,6571,Aleso,TRUE,2,1,Contractor,598-999-6661,White,Clemens.Aleso.ctr@mail.mil,56.127301,,AL,100,15,10-15
TRUE,,61,60+,39,,Aviation & Missile,None,2,Materials & Structures,AvMC,5 - Management,Science & Technology,Kirsten,,4,Kirsten Krolik,Female,0.709828,Bachelors,6572,Krolik,TRUE,4,2,Contractor,,White,Kirsten.Krolik.ctr@mail.mil,62,,AL,100,1,0-5
TRUE,,62,60+,40,20,C5ISR,TS-SCI,12,Cyber,C5ISR,3 - Senior,Science & Technology,Felicle,,3,Felicle Selbie,Male,10.376589,Masters,6573,Selbie,TRUE,3,2,Contractor,,White,Felicle.Selbie.ctr@mail.mil,62,,MD,80,,0-5
TRUE,,39,30-39,17,40,,TS-SCI,46,Computational Sciences,AC,2 - Mid,Foundational Research,Arlie,,2,Arlie Loxton,Female,15.191,Bachelors,6574,Loxton,FALSE,2,1,Contractor,986-968-2802,White,Arlie.Loxton.ctr@mail.mil,48.809,,NJ,60,10,05-10
TRUE,TRUE,30,30-39,8,,Aviation & Missile,Secret,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,1 - Junior,Science & Technology,Regina,Scientists Engineers and Analysts (SEA),1,Regina Cohr,Male,2.033811,Associates,6575,Cohr,FALSE,1,3,Civilian,226-668-0400,Non-White,Regina.Cohr8@mail.mil,52.966189,Electronics Engineering,AL,100,23,20-25
TRUE,TRUE,31,30-39,9,100,,Secret,44,Ballistics Sciences,ARL,2 - Mid,Foundational Research,Ephrem,Scientists Engineers and Analysts (SEA),2,Ephrem Dilrew,Male,1.926429,Doctorate,6576,Dilrew,TRUE,2,,Civilian,699-560-4408,Non-White,Ephrem.Dilrew2@mail.mil,54.073571,General Engineering,MD,,23,20-25
TRUE,TRUE,56,50-59,34,,Aviation & Missile,None,3,"Propulsion, Explosives, Energetics & Warheads",AvMC,2 - Mid,Science & Technology,Audie,Scientists Engineers and Analysts (SEA),2,Audie Ablott,Female,28.559844,Bachelors,6577,Ablott,FALSE,2,1,Civilian,758-715-2624,Non-White,Audie.Ablott4@mail.mil,56,Mechanical Engineering,AL,100,,0-5
TRUE,TRUE,44,40-49,22,100,,None,57,Info Mgmt,AC,1 - Junior,Business,Pierce,Scientists Engineers and Analysts (SEA),1,Pierce Andrys,Female,18.601029,Bachelors,6578,Andrys,TRUE,1,,Civilian,951-744-6661,Non-White,Pierce.Andrys9@mail.mil,50.398971,Computer Science,NJ,,6,05-10
TRUE,TRUE,21,20-29,-1,,,None,41,Mission Effective Analysis,DAC,2 - Mid,Data & Analysis,Vaclav,Scientists Engineers and Analysts (SEA),2,Vaclav Reimers,Male,,Masters,6579,Reimers,FALSE,2,1,Civilian,447-891-7566,White,Vaclav.Reimers7@mail.mil,46,General Engineering,MD,100,25,20-25
TRUE,,42,40-49,20,,Chem-Bio,Secret,19,Detection & Decontamination,CBC,1 - Junior,Science & Technology,Freddy,,1,Freddy Idiens,Female,17.47777,Masters,6580,Idiens,TRUE,1,3,Contractor,452-953-7994,White,Freddy.Idiens.ctr@mail.mil,49.52223,,MD,100,8,05-10
TRUE,FALSE,52,50-59,30,,Armaments,Top Secret,9,Materials & Structures,AC,3 - Senior,Science & Technology,Sander,Scientists Engineers and Analysts (SEA),3,Sander Griniov,Female,17.861313,Masters,6581,Griniov,FALSE,3,3,Civilian,936-422-1348,White,Sander.Griniov3@mail.mil,59.138687,General Engineering,NJ,100,7,05-10
TRUE,,43,40-49,21,,Armaments,TS-SCI,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,1 - Junior,Science & Technology,Jacklyn,,1,Jacklyn Caven,Female,13.032204,Bachelors,6582,Caven,FALSE,1,3,Contractor,240-956-4536,White,Jacklyn.Caven.ctr@mail.mil,54.967796,,NJ,100,12,10-15
TRUE,TRUE,41,40-49,19,,,None,42,Propulsion Sciences,GvSC,5 - Management,Foundational Research,Sarajane,Business,4,Sarajane Kidd,Male,3.244108,Bachelors,6583,Kidd,TRUE,4,1,Civilian,726-780-5882,White,Sarajane.Kidd1@mail.mil,62,,MI,100,21,20-25
TRUE,,32,30-39,10,,,Secret,76,Operations Research ,ARL,1 - Junior,Lifecycle Engineering,Josi,,1,Josi Jakubowsky,Female,2.534636,Bachelors,6584,Jakubowsky,TRUE,1,2,Contractor,257-288-8824,Non-White,Josi.Jakubowsky.ctr@mail.mil,54.465364,,MD,100,22,20-25
TRUE,,36,30-39,14,40,C5ISR,Secret,13,Electro-Optic Infrared,C5ISR,2 - Mid,Science & Technology,Norina,,2,Norina Durnian,Male,3.620153,Associates,6585,Durnian,TRUE,2,2,Contractor,948-827-9546,Non-White,Norina.Durnian.ctr@mail.mil,57.379847,,MD,60,21,20-25
TRUE,TRUE,57,50-59,35,20,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,5 - Management,Science & Technology,Kyle,Scientists Engineers and Analysts (SEA),4,Kyle Thurling,Male,30.01168,Bachelors,6586,Thurling,TRUE,4,1,Civilian,371-644-4630,White,Kyle.Thurling4@mail.mil,57,Intelligence,NJ,80,,0-5
TRUE,,37,30-39,15,20,,Secret,52,Contract/ Acquisitions,GvSC,5 - Management,Business,Lutero,,4,Lutero Pietri,Male,14.743156,Masters,6587,Pietri,TRUE,4,2,Contractor,428-685-3685,White,Lutero.Pietri.ctr@mail.mil,47.256844,,MI,80,10,05-10
TRUE,,44,40-49,22,100,Ground Vehicle,TS-SCI,28,Autonomy & Robotics,GvSC,1 - Junior,Science & Technology,Myles,,1,Myles Grinaway,Female,0.182551,Bachelors,6588,Grinaway,TRUE,1,,Contractor,510-969-1970,Non-White,Myles.Grinaway.ctr@mail.mil,62,,MI,,18,15-20
TRUE,FALSE,41,40-49,19,,,None,55,Financial/ Res Mgmt,SC,3 - Senior,Business,Annaliese,Scientists Engineers and Analysts (SEA),3,Annaliese Moggie,Female,4.785141,Bachelors,6589,Moggie,TRUE,3,1,Civilian,547-468-0985,White,Annaliese.Moggie1@mail.mil,61.214859,Mechanical Engineering,MA,100,20,15-20
TRUE,FALSE,59,50-59,37,,C5ISR,None,14,Knowledge Management,C5ISR,5 - Management,Science & Technology,Lurette,Scientists Engineers and Analysts (SEA),4,Lurette Linebarger,Male,6.896806,Bachelors,6590,Linebarger,TRUE,4,1,Civilian,539-454-7534,White,Lurette.Linebarger10@mail.mil,62,General Engineering,MD,100,3,0-5
TRUE,TRUE,38,30-39,16,,Aviation & Missile,Secret,4,Aerial Autonomy,AvMC,2 - Mid,Science & Technology,Ali,Scientists Engineers and Analysts (SEA),2,Ali Marsh,Female,2.306293,Bachelors,6591,Marsh,TRUE,2,2,Civilian,153-615-7657,Non-White,Ali.Marsh3@mail.mil,60.693707,Mechanical Engineering,AL,100,23,20-25
TRUE,,22,20-29,,40,,None,62,Safety,ARL,1 - Junior,Business,Ferne,,1,Ferne Emburey,Male,,Masters,6592,Emburey,TRUE,1,2,Contractor,735-243-7293,White,Ferne.Emburey.ctr@mail.mil,47,,MD,60,25,20-25
FALSE,,59,50-59,37,,C5ISR,Top Secret,12,Cyber,C5ISR,5 - Management,Science & Technology,Egbert,,4,Egbert Lankham,Female,0.742121,Masters,6593,Lankham,TRUE,4,1,Contractor,792-826-8230,White,Egbert.Lankham.ctr@mail.mil,62,,MD,100,3,0-5
TRUE,,51,50-59,29,,Soldier,None,23,Material Science – Fiber/Textile,SC,5 - Management,Science & Technology,Lacy,,4,Lacy Buttrick,Male,22.308806,Masters,6594,Buttrick,TRUE,4,2,Contractor,423-756-1870,White,Lacy.Buttrick.ctr@mail.mil,53.691194,,MA,100,3,0-5
TRUE,,49,40-49,27,20,,Secret,43,Protection Sciences,ARL,2 - Mid,Foundational Research,Phylis,,2,Phylis Searson,Female,24.171359,Bachelors,6595,Searson,TRUE,2,1,Contractor,246-752-9579,White,Phylis.Searson.ctr@mail.mil,49.828641,,MD,80,1,0-5
TRUE,TRUE,56,50-59,34,20,Chem-Bio,Secret,19,Detection & Decontamination,CBC,5 - Management,Science & Technology,Elysha,Business,4,Elysha Jeste,Male,15.868069,Bachelors,6596,Jeste,TRUE,4,2,Civilian,484-190-6214,White,Elysha.Jeste10@mail.mil,62,,MD,80,6,05-10
TRUE,TRUE,30,30-39,8,,Armaments,Top Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,2 - Mid,Science & Technology,Brandice,Scientists Engineers and Analysts (SEA),2,Brandice Baines,Male,5.053691,Masters,6597,Baines,FALSE,2,2,Civilian,307-805-6380,White,Brandice.Baines6@mail.mil,49.946309,General Engineering,NJ,100,20,15-20
TRUE,,40,40-49,18,,,Secret,57,Info Mgmt,AvMC,2 - Mid,Business,Ramsay,,2,Ramsay Galiford,Female,1.659912,Bachelors,6598,Galiford,FALSE,2,1,Contractor,848-305-6114,White,Ramsay.Galiford.ctr@mail.mil,62,,AL,100,22,20-25
TRUE,TRUE,46,40-49,24,,Armaments,Top Secret,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,5 - Management,Science & Technology,Lorine,Scientists Engineers and Analysts (SEA),4,Lorine Balmann,Male,22.731511,Bachelors,6599,Balmann,TRUE,4,3,Civilian,964-467-0830,White,Lorine.Balmann6@mail.mil,48.268489,Electronics Engineering,NJ,100,2,0-5
FALSE,FALSE,54,50-59,32,,,Top Secret,36,Results Driven ,AC,2 - Mid,Leadership,Eleonora,Scientists Engineers and Analysts (SEA),2,Eleonora Scurlock,Female,31.508389,Masters,6600,Scurlock,TRUE,2,3,Civilian,255-593-7605,White,Eleonora.Scurlock9@mail.mil,54,Computer Science,NJ,100,,0-5
TRUE,,42,40-49,20,,Chem-Bio,Secret,17,Material Sciences,CBC,5 - Management,Science & Technology,Denna,,4,Denna Gilberthorpe,Male,0.584981,Doctorate,6601,Gilberthorpe,FALSE,4,2,Contractor,850-309-7921,White,Denna.Gilberthorpe.ctr@mail.mil,62,,MD,100,20,15-20
TRUE,,35,30-39,13,20,,Top Secret,59,Legal,AvMC,5 - Management,Business,Madel,,4,Madel Lenney,Female,0.019582,Associates,6602,Lenney,TRUE,4,1,Contractor,179-949-7983,White,Madel.Lenney.ctr@mail.mil,59.980418,,AL,80,25,20-25
FALSE,FALSE,35,30-39,13,,,Top Secret,73,Test and Evaluation,CBC,5 - Management,Lifecycle Engineering,Allina,Scientists Engineers and Analysts (SEA),4,Allina Bonifazio,Female,2.756119,Masters,6603,Bonifazio,FALSE,4,3,Civilian,546-351-7987,White,Allina.Bonifazio1@mail.mil,57.243881,Electronics Engineering,MD,100,22,20-25
TRUE,,45,40-49,23,,Armaments,Secret,6,"Warheads, Propulsion, Energetics, Explosives & Pyrotechnics",AC,5 - Management,Science & Technology,Phillipe,,4,Phillipe Michurin,Male,10.512569,Associates,6604,Michurin,TRUE,4,1,Contractor,602-985-4733,White,Phillipe.Michurin.ctr@mail.mil,59.487431,,NJ,100,14,10-15
TRUE,,31,30-39,9,80,,Secret,39,Cyber Resilience,C5ISR,1 - Junior,Data & Analysis,Gib,,1,Gib Andries,Male,2.012469,Bachelors,6605,Andries,TRUE,1,1,Contractor,161-356-6935,White,Gib.Andries.ctr@mail.mil,53.987531,,MD,20,23,20-25
TRUE,TRUE,58,50-59,36,40,,Secret,37,Integrated Materiel Performance,DAC,5 - Management,Data & Analysis,Wilone,Business,4,Wilone Creech,Male,7.227276,Bachelors,6606,Creech,TRUE,4,1,Civilian,540-113-1944,White,Wilone.Creech10@mail.mil,62,,MD,60,4,0-5
FALSE,TRUE,46,40-49,24,,Aviation & Missile,Secret,1,"Fuzing, Guidance, Controls, Seekers",AvMC,2 - Mid,Science & Technology,Aubert,Scientists Engineers and Analysts (SEA),2,Aubert Rozier,Male,10.438331,Masters,6607,Rozier,TRUE,2,2,Civilian,858-756-8630,White,Aubert.Rozier2@mail.mil,60.561669,Mechanical Engineering,AL,100,15,10-15
TRUE,TRUE,52,50-59,30,,Ground Vehicle,Secret,29,Propulsion & Mobility,GvSC,5 - Management,Science & Technology,Yves,Scientists Engineers and Analysts (SEA),4,Yves Jewess,Female,20.66681,Bachelors,6608,Jewess,TRUE,4,1,Civilian,719-871-2737,Non-White,Yves.Jewess9@mail.mil,56.33319,Aerospace Engineering,MI,100,4,0-5
TRUE,,28,20-29,6,20,,Secret,36,Results Driven ,AvMC,5 - Management,Leadership,Jessica,,4,Jessica Danser,Female,2.30309,Bachelors,6609,Danser,TRUE,4,1,Contractor,,White,Jessica.Danser.ctr@mail.mil,50.69691,,AL,80,23,20-25
TRUE,,57,50-59,35,100,,TS-SCI,58,Intelligence,AvMC,4 - Senior Technical Expert,Business,Vallie,,5,Vallie Thompkins,Male,15.337384,Masters,6610,Thompkins,FALSE,5,,Contractor,526-918-9927,White,Vallie.Thompkins.ctr@mail.mil,62,,AL,,5,0-5
TRUE,FALSE,45,40-49,23,,Chem-Bio,Secret,19,Detection & Decontamination,CBC,5 - Management,Science & Technology,Danie,Business,4,Danie Rickaert,Male,11.157458,Bachelors,6611,Rickaert,TRUE,4,3,Civilian,298-967-1858,White,Danie.Rickaert10@mail.mil,58.842542,,MD,100,14,10-15
TRUE,,21,20-29,-1,40,Armaments,None,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,1 - Junior,Science & Technology,Hana,,1,Hana Woodham,Female,,Associates,6612,Woodham,TRUE,1,1,Contractor,734-627-8673,White,Hana.Woodham.ctr@mail.mil,46,,NJ,60,25,20-25
TRUE,FALSE,59,50-59,37,100,Soldier,None,21,Soldier Performance/ Integration,SC,2 - Mid,Science & Technology,Lucie,Scientists Engineers and Analysts (SEA),2,Lucie Coldtart,Male,29.845167,Doctorate,6613,Coldtart,TRUE,2,,Civilian,708-705-0228,White,Lucie.Coldtart4@mail.mil,59,Physical Science,MA,,,0-5
TRUE,FALSE,59,50-59,37,40,Aviation & Missile,TS-SCI,4,Aerial Autonomy,AvMC,3 - Senior,Science & Technology,Sherwin,Scientists Engineers and Analysts (SEA),3,Sherwin Gilyott,Male,32.582472,Masters,6614,Gilyott,TRUE,3,1,Civilian,676-352-1767,White,Sherwin.Gilyott5@mail.mil,59,General Engineering,AL,60,,0-5
TRUE,FALSE,56,50-59,34,,,Secret,68,Acquisition Prototyping & Integration,AC,5 - Management,Lifecycle Engineering,Lavinie,Business,4,Lavinie Wigmore,Female,17.593067,Masters,6615,Wigmore,TRUE,4,1,Civilian,531-964-7041,White,Lavinie.Wigmore3@mail.mil,62,,NJ,100,6,05-10
TRUE,TRUE,60,60+,38,20,,None,61,Strategic Planning and Communications,AC,2 - Mid,Business,Wain,Business,2,Wain Longden,Female,23.054584,Masters,6616,Longden,FALSE,2,1,Civilian,133-533-7938,Non-White,Wain.Longden8@mail.mil,60,,NJ,80,,0-5
TRUE,,47,40-49,25,80,,Top Secret,48,Human Sciences ,ARL,4 - Senior Technical Expert,Foundational Research,Leontyne,,5,Leontyne Marrable,Male,14.94177,Masters,6617,Marrable,TRUE,5,1,Contractor,495-455-3071,White,Leontyne.Marrable.ctr@mail.mil,57.05823,,MD,20,10,05-10
TRUE,,27,20-29,5,,Aviation & Missile,None,2,Materials & Structures,AvMC,2 - Mid,Science & Technology,Sarah,,2,Sarah Allgood,Female,0.252982,Bachelors,6618,Allgood,FALSE,2,3,Contractor,600-669-7509,White,Sarah.Allgood.ctr@mail.mil,51.747018,,AL,100,25,20-25
TRUE,,60,60+,38,40,Armaments,Top Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,3 - Senior,Science & Technology,Mickie,,3,Mickie Standering,Female,19.60674,Bachelors,6619,Standering,FALSE,3,2,Contractor,504-303-2412,White,Mickie.Standering.ctr@mail.mil,62,,NJ,60,2,0-5
TRUE,TRUE,47,40-49,25,100,,Secret,38,Human Engineering and Performance,DAC,2 - Mid,Data & Analysis,Shelagh,Scientists Engineers and Analysts (SEA),2,Shelagh Tennock,Male,18.07455,Masters,6620,Tennock,FALSE,2,,Civilian,,Non-White,Shelagh.Tennock6@mail.mil,53.92545,Biology,MD,,7,05-10
TRUE,FALSE,50,50-59,28,40,C5ISR,TS-SCI,12,Cyber,C5ISR,5 - Management,Science & Technology,Leopold,Scientists Engineers and Analysts (SEA),4,Leopold McWaters,Male,17.82202,Bachelors,6621,McWaters,TRUE,4,2,Civilian,623-614-4207,Non-White,Leopold.McWaters4@mail.mil,57.17798,Mechanical Engineering,MD,60,7,05-10
TRUE,TRUE,45,40-49,23,,Ground Vehicle,None,30,Electronics & Power Management,GvSC,5 - Management,Science & Technology,Bekki,Business,4,Bekki Antunez,Male,18.123366,Doctorate,6622,Antunez,FALSE,4,1,Civilian,576-248-4653,White,Bekki.Antunez8@mail.mil,51.876634,,MI,100,7,05-10
TRUE,FALSE,51,50-59,29,20,Aviation & Missile,None,4,Aerial Autonomy,AvMC,2 - Mid,Science & Technology,Frederico,Business,2,Frederico Scranedge,Female,12.089703,Bachelors,6623,Scranedge,TRUE,2,1,Civilian,163-643-3818,White,Frederico.Scranedge10@mail.mil,62,,AL,80,11,10-15
TRUE,,49,40-49,27,20,,None,32,Leading People,DAC,3 - Senior,Leadership,Rutherford,,3,Rutherford Larham,Male,18.223448,Masters,6624,Larham,TRUE,3,1,Contractor,341-367-1760,Non-White,Rutherford.Larham.ctr@mail.mil,55.776552,,MD,80,7,05-10
TRUE,FALSE,63,60+,41,,,Secret,43,Protection Sciences,ARL,3 - Senior,Foundational Research,Carine,Scientists Engineers and Analysts (SEA),3,Carine Bonafacino,Female,19.541153,Masters,6625,Bonafacino,FALSE,3,1,Civilian,939-798-7373,White,Carine.Bonafacino2@mail.mil,63,General Engineering,MD,100,,0-5
TRUE,TRUE,51,50-59,29,,,TS-SCI,75,Data Science,CBC,5 - Management,Lifecycle Engineering,Lucius,Business,4,Lucius Shoubridge,Male,15.567695,Bachelors,6626,Shoubridge,TRUE,4,3,Civilian,637-836-7788,White,Lucius.Shoubridge1@mail.mil,60.432305,,MD,100,9,05-10
TRUE,TRUE,49,40-49,27,,Aviation & Missile,None,2,Materials & Structures,AvMC,2 - Mid,Science & Technology,Olivette,Business,2,Olivette Eastop,Female,10.388994,Bachelors,6627,Eastop,TRUE,2,3,Civilian,218-700-1619,White,Olivette.Eastop5@mail.mil,62,,AL,100,13,10-15
TRUE,,43,40-49,21,100,Armaments,Secret,8,"Ballistics, Targeting, Stabilization & Automation",AC,2 - Mid,Science & Technology,Freddy,,2,Freddy Landman,Male,3.489981,Bachelors,6628,Landman,TRUE,2,,Contractor,835-126-6301,Non-White,Freddy.Landman.ctr@mail.mil,62,,NJ,,19,15-20
TRUE,FALSE,34,30-39,12,100,Armaments,Secret,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,1 - Junior,Science & Technology,Brigitta,Scientists Engineers and Analysts (SEA),1,Brigitta Habbes,Female,11.951738,Bachelors,6629,Habbes,TRUE,1,,Civilian,394-284-0111,Non-White,Brigitta.Habbes3@mail.mil,47.048262,General Engineering,NJ,,13,10-15
TRUE,TRUE,41,40-49,19,,Ground Vehicle,None,31,Fuel & Lubricants ,GvSC,2 - Mid,Science & Technology,Silas,Scientists Engineers and Analysts (SEA),2,Silas Ferrettini,Female,13.327693,Masters,6630,Ferrettini,FALSE,2,2,Civilian,827-895-0930,White,Silas.Ferrettini10@mail.mil,52.672307,General Engineering,MI,100,12,10-15
TRUE,FALSE,40,40-49,18,100,Armaments,Secret,7,"Fuzing, Guidance & Controls, Seekers & Scalable Effects",AC,2 - Mid,Science & Technology,Cliff,Scientists Engineers and Analysts (SEA),2,Cliff Bertomier,Female,11.14123,Bachelors,6631,Bertomier,TRUE,2,,Civilian,521-850-6571,Non-White,Cliff.Bertomier1@mail.mil,53.85877,General Engineering,NJ,,14,10-15
TRUE,,56,50-59,34,,,Secret,45,Materials & Manufacturing Sciences,HQ,4 - Senior Technical Expert,Foundational Research,Chanda,,5,Chanda Jarry,Male,22.03861,Masters,6632,Jarry,FALSE,5,1,Contractor,948-552-6337,Non-White,Chanda.Jarry.ctr@mail.mil,58.96139,,MD,100,3,0-5
TRUE,,22,20-29,,100,Armaments,None,8,"Ballistics, Targeting, Stabilization & Automation",AC,1 - Junior,Science & Technology,Katharine,,1,Katharine Robertazzi,Female,,Bachelors,6633,Robertazzi,TRUE,1,,Contractor,629-376-9249,White,Katharine.Robertazzi.ctr@mail.mil,47,,NJ,,25,20-25
TRUE,TRUE,34,30-39,12,,,None,38,Human Engineering and Performance,SC,2 - Mid,Data & Analysis,Ted,Scientists Engineers and Analysts (SEA),2,Ted Lemonby,Female,6.91293,Doctorate,6634,Lemonby,TRUE,2,1,Civilian,916-736-7484,Non-White,Ted.Lemonby9@mail.mil,52.08707,Mechanical Engineering,MA,100,18,15-20
TRUE,TRUE,58,50-59,36,,C5ISR,None,10,Networking,C5ISR,3 - Senior,Science & Technology,Farrand,Scientists Engineers and Analysts (SEA),3,Farrand Bellew,Male,8.634229,Masters,6635,Bellew,TRUE,3,1,Civilian,528-644-1429,White,Farrand.Bellew10@mail.mil,62,Physical Science,MD,100,4,0-5
FALSE,TRUE,21,20-29,-1,100,,None,76,Operations Research ,AvMC,2 - Mid,Lifecycle Engineering,Cly,Scientists Engineers and Analysts (SEA),2,Cly Knill,Female,,Masters,6636,Knill,FALSE,2,,Civilian,274-734-7075,Non-White,Cly.Knill5@mail.mil,46,Electronics Engineering,AL,,25,20-25
TRUE,,57,50-59,35,80,,TS-SCI,60,Operations,ARL,4 - Senior Technical Expert,Business,Les,,5,Les Pristnor,Male,19.363645,Bachelors,6637,Pristnor,FALSE,5,1,Contractor,435-929-4378,Non-White,Les.Pristnor.ctr@mail.mil,62,,MD,20,5,0-5
TRUE,,62,60+,40,100,Chem-Bio,None,18,Threat Agent Science & Toxicology,CBC,4 - Senior Technical Expert,Science & Technology,Andy,,5,Andy Yarrall,Male,30.1479,Masters,6638,Yarrall,TRUE,5,,Contractor,834-242-6388,Non-White,Andy.Yarrall.ctr@mail.mil,62,,MD,,,0-5
