Id,Personnel__c,Personnel__c.Competency__c,Personnel__c.Employee_Type__c,Personnel__c.FirstName,Personnel__c.Id,Personnel__c.LastName,Personnel__c.Name,Personnel__c.Pay_Grade__c,Personnel__c.Retirement__c,Personnel__c.SVC__c,Personnel__c.Title,Project__c,Project__c.BT__c,Project__c.Behind__c,Project__c.Budget_FY18__c,Project__c.Budget_FY19__c,Project__c.Budget_FY20__c,Project__c.Committed__c,Project__c.Completion__c,Project__c.Country__c,Project__c.CreatedDate,Project__c.Estimated_Transition_Date__c,Project__c.Expenditure__c,Project__c.Funding_Type__c,Project__c.G_Organization__c,Project__c.G_Priority__c,Project__c.Id,Project__c.Initiation_Date__c,Project__c.Investment__c,Project__c.LOE__c,Project__c.Name,Project__c.Organization__c,Project__c.PO_Status__c,Project__c.Portfolio__c,Project__c.Remaining__c,Project__c.Resource_Utilization__c,Project__c.State__c,Project__c.Status__c,Project__c.SystemModstamp
a011H00000W6mtWQAR,0031H00001rEkwAQAS,Aerospace Engineer,Civilian,PETER,0031H00001rEkwAQAS,BAUM,PETER BAUM,12,05,GS,PURCHASING AGENT,a001H00000k7FivQAE,3,false,62600000,81380000,105794000,18780000,71,USA,2018-06-14T17:33:01.000Z,2019-09-06,6260000,6.4,A,Low,a001H00000k7FivQAE,2017-10-29,-66700000,2,Project 155,ARL,Quote Approved,Ground Maneuver,37560000,62,CA,Requirement,2021-04-19T12:50:35.000Z
a011H00000W6mtXQAR,0031H00001rEkwBQAS,Computer Engineer,Civilian,VENALYNN,0031H00001rEkwBQAS,BAUM,VENALYNN BAUM,11,05,WS,MATERIALS EXAMINER & IDENTIFIER SUPERVISOR,a001H00000k7FiwQAE,3,false,52500000,68250000,88725000,5250000,46,USA,2018-06-14T17:33:01.000Z,2019-06-22,26250000,6.4,B,Low,a001H00000k7FiwQAE,2017-07-25,-56100000,4,Project 156,C5ISRC,Order Created,Lethality,21000000,94,IA,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mtYQAR,0031H00001rEkwCQAS,Electrical Engineer,Civilian,BRIAN G,0031H00001rEkwCQAS,BENDER,BRIAN G BENDER,11,10,GS,GENERAL SUPPLY SPECIALIST,a001H00000k7FixQAE,3,false,81800000,106340000,138242000,16360000,63,USA,2018-06-14T17:33:01.000Z,2020-02-17,8180000,6.2,B,Low,a001H00000k7FixQAE,2017-02-26,-82200000,4,Project 157,AC,Quote Provided,Basic Research,57260000,76,CO,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtZQAR,0031H00001rEkwDQAS,Aerospace Engineer,Civilian,VENALYNN,0031H00001rEkwDQAS,BENDER,VENALYNN BENDER,13,10,GS,ELECTRONIC DUPLICATING SYSTEM TECHNICIAN,a001H00000k7FiyQAE,3,false,5400000,7020000,9126000,2700000,36,USA,2018-06-14T17:33:01.000Z,2019-09-27,1080000,6.5,B,Low,a001H00000k7FiyQAE,2017-01-29,-800000,2,Project 158,AC,Review in Process,Basic Research,1620000,64,TX,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mtaQAB,0031H00001rEkwEQAS,Chemist,Civilian,VANTIZE,0031H00001rEkwEQAS,BENDER,VANTIZE BENDER,11,20,GS,DOCUMENT AUTOMATION SPECIALIST,a001H00000k7FizQAE,2,false,3700000,4810000,6253000,1110000,27,USA,2018-06-14T17:33:01.000Z,2018-11-24,370000,6.6,D,Low,a001H00000k7FizQAE,2017-03-22,-74100000,3,Project 159,AvMC,Received,Lethality,2220000,52,FL,Design,2021-07-05T16:56:16.000Z
a011H00000W6mtbQAB,0031H00001rEkwFQAS,Computer Engineer,Civilian,CAROLYN,0031H00001rEkwFQAS,BENDER,CAROLYN BENDER,12,10,GS,LOGISTICS MANAGEMENT SPECIALIST,a001H00000k7Fj0QAE,2,false,46700000,60710000,78923000,14010000,41,USA,2018-06-14T17:33:01.000Z,2019-06-07,9340000,6.6,E,Low,a001H00000k7Fj0QAE,2017-01-16,-10000000,4,Project 160,AvMC,Received,Ground Maneuver,23350000,72,VA,Design,2021-07-05T16:56:16.000Z
a011H00000W6mtcQAB,0031H00001rEkwGQAS,Mechanical Engineer,Civilian,CRAIG,0031H00001rEkwGQAS,BENDER,CRAIG BENDER,11,15,GS,MANAGEMENT ANALYST,a001H00000k7Fj1QAE,1,false,32700000,42510000,55263000,19620000,41,USA,2018-06-14T17:33:01.000Z,2018-10-19,9810000,6.2,C,Low,a001H00000k7Fj1QAE,2017-12-01,-18800000,2,Project 161,GVSC,Quote Provided,C3I,3270000,50,CA,Development,2021-07-01T18:40:47.000Z
a011H00000W6mtdQAB,0031H00001rEkwHQAS,Chemist,Civilian,CONRADO,0031H00001rEkwHQAS,BENDER,CONRADO BENDER,11,10,WL,FUELS DISTRIBUTION SYSTEM LEADER,a001H00000k7Fj2QAE,5,false,56400000,73320000,95316000,33840000,64,USA,2018-06-14T17:33:01.000Z,2020-02-11,16920000,6.5,D,Low,a001H00000k7Fj2QAE,2017-01-18,-71500000,1,Project 162,CBC,New,Air,5640000,72,KS,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6mteQAB,0031H00001rEkwIQAS,Mechanical Engineer,Civilian,BRANDON,0031H00001rEkwIQAS,BENDER,BRANDON BENDER,11,10,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7Fj3QAE,5,false,1200000,1560000,2028000,240000,73,USA,2018-06-14T17:33:01.000Z,2020-02-01,120000,6.1,B,Low,a001H00000k7Fj3QAE,2017-12-24,-6700000,4,Project 163,AC,Review in Process,C3I,840000,90,FL,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mtfQAB,0031H00001rEkwJQAS,Physicist,Civilian,LEWIS,0031H00001rEkwJQAS,BENDER,LEWIS BENDER,11,05,GS,SAFETY & OCCUPATIONAL HEALTH SPEC,a001H00000k7Fj4QAE,2,false,54500000,70850000,92105000,16350000,74,USA,2018-06-14T17:33:01.000Z,2019-05-21,16350000,6.4,B,Low,a001H00000k7Fj4QAE,2017-05-11,-200000,2,Project 164,C5ISRC,Review in Process,Air,21800000,72,NJ,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mtgQAB,0031H00001rEkwKQAS,Mechanical Engineer,Civilian,HOANG,0031H00001rEkwKQAS,BENDER,HOANG BENDER,12,20,GS,SUPERVISORY ADMINISTRATIVE  PROGRAM SPECIALIST,a001H00000k7Fj5QAE,5,false,56500000,73450000,95485000,28250000,34,USA,2018-06-14T17:33:01.000Z,2020-06-12,28250000,6.2,E,Low,a001H00000k7Fj5QAE,2017-08-30,-17600000,4,Project 165,AvMC,Received,Lethality,,89,MN,Design,2021-07-05T16:56:16.000Z
a011H00000W6mthQAB,0031H00001rEkwLQAS,Aerospace Engineer,Civilian,CALVIN,0031H00001rEkwLQAS,BENDER,CALVIN BENDER,11,20,GS,QUALITY CONTRACTING REPRESENTATIVE,a001H00000k7Fj6QAE,2,true,50100000,65130000,84669000,20040000,51,USA,2018-06-14T17:33:01.000Z,2020-05-02,10020000,6.3,C,Low,a001H00000k7Fj6QAE,2017-09-25,-37900000,3,Project 166,GVSC,Received,Air,20040000,100,TN,Design,2021-07-01T18:40:47.000Z
a011H00000W6mtiQAB,0031H00001rEkwMQAS,Chemist,Civilian,CAROLYN,0031H00001rEkwMQAS,BENNETT,CAROLYN BENNETT,12,15,GS,SUPV GENERAL SUPPLY SPEC,a001H00000k7Fj7QAE,1,false,9500000,12350000,16055000,6650000,38,USA,2018-06-14T17:33:01.000Z,2020-01-21,2850000,6.4,B,Low,a001H00000k7Fj7QAE,2017-08-06,8600000,1,Project 167,C5ISRC,Order Created,Ground Maneuver,,81,TX,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mtjQAB,0031H00001rEkwNQAS,Physicist,Civilian,HOANG,0031H00001rEkwNQAS,BENNETT,HOANG BENNETT,12,20,GS,CUSTOMER ACCOUNT SPECIALIST,a001H00000k7Fj8QAE,5,false,4000000,5200000,6760000,400000,43,USA,2018-06-14T17:33:01.000Z,2018-12-23,2000000,6.4,E,Low,a001H00000k7Fj8QAE,2017-11-16,-52100000,1,Project 168,AvMC,Order Created,Air,1600000,64,NY,Testing,2021-07-05T16:56:16.000Z
a011H00000W6mtkQAB,0031H00001rEkwOQAS,Aerospace Engineer,Civilian,JOHN,0031H00001rEkwOQAS,BENNETT,JOHN BENNETT,12,15,GS,SUPV SECURITY SPEC,a001H00000k7Fj9QAE,5,false,51600000,67080000,87204000,30960000,41,USA,2018-06-14T17:33:01.000Z,2018-08-19,10320000,6.5,C,Low,a001H00000k7Fj9QAE,2017-01-11,-17700000,1,Project 169,GVSC,Received,C3I,10320000,57,MN,Design,2021-07-01T18:40:47.000Z
a011H00000W6mtlQAB,0031H00001rEkwPQAS,Mechanical Engineer,Civilian,VANTIZE,0031H00001rEkwPQAS,BENNETT,VANTIZE BENNETT,11,15,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7FjAQAU,1,false,33000000,42900000,55770000,3300000,30,USA,2018-06-14T17:33:01.000Z,2020-03-17,6600000,6.3,B,Low,a001H00000k7FjAQAU,2017-01-12,-85900000,2,Project 170,C5ISRC,Quote Provided,Air,23100000,94,PA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtmQAB,0031H00001rEkwQQAS,Chemist,Civilian,CRAIG,0031H00001rEkwQQAS,BENNETT,CRAIG BENNETT,11,10,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7FjBQAU,4,true,68800000,89440000,116272000,48160000,38,USA,2018-06-14T17:33:01.000Z,2019-11-11,34400000,6.3,C,Low,a001H00000k7FjBQAU,2017-01-18,4000000,4,Project 171,GVSC,Order Created,Ground Maneuver,-13760000,82,FL,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mtnQAB,0031H00001rEkwRQAS,Mechanical Engineer,Civilian,ROBERT T,0031H00001rEkwRQAS,BENNETT,ROBERT T BENNETT,13,10,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7FjCQAU,4,false,16500000,21450000,27885000,9900000,61,USA,2018-06-14T17:33:01.000Z,2020-04-20,9900000,6.2,E,Low,a001H00000k7FjCQAU,2017-12-27,-69900000,1,Project 172,AvMC,Received,Soldier/Squad,-3300000,99,NY,Design,2021-07-05T16:56:16.000Z
a011H00000W6mtoQAB,0031H00001rEkwSQAS,Chemist,Civilian,DUSTIN,0031H00001rEkwSQAS,BENNETT,DUSTIN BENNETT,12,05,GS,GENERAL SUPPLY SPEC,a001H00000k7FjDQAU,1,false,21600000,28080000,36504000,12960000,72,USA,2018-06-14T17:33:01.000Z,2020-05-31,2160000,6.6,B,Low,a001H00000k7FjDQAU,2017-10-16,-97300000,1,Project 173,AC,Received,C3I,6480000,79,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6mtpQAB,0031H00001rEkwTQAS,Physicist,Civilian,PATRICK,0031H00001rEkwTQAS,BENNETT,PATRICK BENNETT,12,15,GS,FORWARD LOGISTICS SPECIALIST,a001H00000k7FjEQAU,1,true,89700000,116610000,151593000,44850000,51,USA,2018-06-14T17:33:01.000Z,2020-03-01,26910000,6.5,D,Low,a001H00000k7FjEQAU,2017-06-29,-32600000,2,Project 174,CBC,Received,Ground Maneuver,17940000,70,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6mtqQAB,0031H00001rEkwUQAS,Mechanical Engineer,Civilian,WILLIAM,0031H00001rEkwUQAS,BENNETT,WILLIAM BENNETT,11,05,GS,SECURITY SPEC,a001H00000k7FjFQAU,5,false,56400000,73320000,95316000,39480000,60,USA,2018-06-14T17:33:01.000Z,2019-01-01,28200000,6.6,B,Low,a001H00000k7FjFQAU,2017-11-11,-3200000,2,Project 175,AC,Received,C3I,-11280000,78,SC,Design,2021-07-05T16:57:16.000Z
a011H00000W6mtrQAB,0031H00001rEkwVQAS,Aerospace Engineer,Civilian,LEWIS,0031H00001rEkwVQAS,BENNETT,LEWIS BENNETT,11,15,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7FjGQAU,1,false,69700000,90610000,117793000,20910000,63,USA,2018-06-14T17:33:01.000Z,2018-11-15,13940000,6.2,A,Low,a001H00000k7FjGQAU,2017-11-17,-14700000,4,Project 176,SC,Quote Provided,Soldier/Squad,34850000,90,TX,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtsQAB,0031H00001rEkwWQAS,Aerospace Engineer,Civilian,CHUCKY J,0031H00001rEkwWQAS,BERRY,CHUCKY J BERRY,11,05,GS,QUALITY ASSURANCE SPEC (CHEMICALS),a001H00000k7FjHQAU,2,false,21100000,27430000,35659000,8440000,26,USA,2018-06-14T17:33:01.000Z,2020-01-05,12660000,6.3,C,Low,a001H00000k7FjHQAU,2017-01-25,-61800000,2,Project 177,GVSC,Order Created,Lethality,,74,CA,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mttQAB,0031H00001rEkwXQAS,Aerospace Engineer,Civilian,JEFF,0031H00001rEkwXQAS,BERRY,JEFF BERRY,11,10,WG,MAT HANDLER,a001H00000k7FjIQAU,4,false,74100000,96330000,125229000,14820000,62,USA,2018-06-14T17:33:01.000Z,2019-11-21,44460000,6.4,D,Low,a001H00000k7FjIQAU,2017-06-20,-96800000,2,Project 178,CBC,Order Created,Soldier/Squad,14820000,89,TX,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mtuQAB,0031H00001rEkwYQAS,Aerospace Engineer,Civilian,REBECCA,0031H00001rEkwYQAS,BERRY,REBECCA BERRY,12,10,WG,MAT HANDLER,a001H00000k7FjJQAU,3,false,91900000,119470000,155311000,9190000,28,USA,2018-06-14T17:33:01.000Z,2019-12-04,9190000,6.2,A,Low,a001H00000k7FjJQAU,2017-02-21,-48800000,4,Project 179,SC,Quote Provided,Ground Maneuver,73520000,80,CA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtvQAB,0031H00001rEkwZQAS,Computer Engineer,Civilian,RONALD,0031H00001rEkwZQAS,BERRY,RONALD BERRY,13,10,GS,SUPERVISORY CONTRACT SPECIALIST,a001H00000k7FjKQAU,4,false,46300000,60190000,78247000,13890000,41,USA,2018-06-14T17:33:01.000Z,2019-07-04,23150000,6.2,E,Low,a001H00000k7FjKQAU,2017-12-18,-35300000,4,Project 180,AvMC,Received,Soldier/Squad,9260000,92,NY,Design,2021-07-05T16:56:16.000Z
a011H00000W6mtwQAB,0031H00001rEkwaQAC,Physicist,Civilian,THOMAS,0031H00001rEkwaQAC,BERRY,THOMAS BERRY,14,15,GS,LOGISTICS MANAGEMENT SPEC,a001H00000k7FjLQAU,1,false,89800000,116740000,151762000,17960000,69,USA,2018-06-14T17:33:01.000Z,2019-08-07,17960000,6.2,B,Low,a001H00000k7FjLQAU,2017-09-28,-16900000,2,Project 181,C5ISRC,Quote Provided,Soldier/Squad,53880000,62,FL,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtxQAB,0031H00001rEkwbQAC,Mechanical Engineer,Civilian,BRANDON,0031H00001rEkwbQAC,BERRY,BRANDON BERRY,14,20,GS,SUPERVISORY GENERAL ENGINEER,a001H00000k7FjMQAU,4,false,51500000,66950000,87035000,15450000,59,USA,2018-06-14T17:33:01.000Z,2020-03-01,5150000,6.4,C,Low,a001H00000k7FjMQAU,2017-01-18,-67900000,1,Project 182,GVSC,Received,C3I,30900000,53,IL,Design,2021-07-01T18:40:47.000Z
a011H00000W6mtyQAB,0031H00001rEkwcQAC,Aerospace Engineer,Civilian,PAUL,0031H00001rEkwcQAC,BERRY,PAUL BERRY,14,15,GS,SUPERVISORY ADMINISTRATIVE  PROGRAM SPECIALIST,a001H00000k7FjNQAU,1,false,41900000,54470000,70811000,12570000,70,USA,2018-06-14T17:33:01.000Z,2020-04-14,20950000,6.6,B,Low,a001H00000k7FjNQAU,2017-09-02,-72600000,4,Project 183,C5ISRC,Quote Provided,Ground Maneuver,8380000,50,MD,Development,2021-07-05T16:57:16.000Z
a011H00000W6mtzQAB,0031H00001rEkwdQAC,Physicist,Civilian,FELISA,0031H00001rEkwdQAC,BERRY,FELISA BERRY,13,05,WG,FUEL DISTRIBUTION SYSTEM OPER,a001H00000k7FjOQAU,4,false,3400000,4420000,5746000,2380000,33,USA,2018-06-14T17:33:01.000Z,2018-10-07,1360000,6.2,E,Low,a001H00000k7FjOQAU,2017-02-21,-27500000,3,Project 184,AvMC,Order Created,Soldier/Squad,-340000,87,TX,Testing,2021-07-05T16:56:16.000Z
a011H00000W6mu0QAB,0031H00001rEkweQAC,Aerospace Engineer,Civilian,STEPHON,0031H00001rEkweQAC,BERRY,STEPHON BERRY,13,10,WG,MAT EXAMINER AND IDENTIFIER (FLO),a001H00000k7FjPQAU,3,false,20900000,27170000,35321000,4180000,56,USA,2018-06-14T17:33:01.000Z,2019-11-07,4180000,6.5,B,Low,a001H00000k7FjPQAU,2017-11-12,-13600000,4,Project 185,C5ISRC,Quote Provided,Lethality,12540000,99,IA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mu1QAB,0031H00001rEkwfQAC,Electrical Engineer,Civilian,ED,0031H00001rEkwfQAC,BERRY,ED BERRY,14,10,GS,DISTRIBUTION FACILITIES SPEC,a001H00000k7FjQQAU,1,false,15500000,20150000,26195000,1550000,38,USA,2018-06-14T17:33:01.000Z,2018-08-06,7750000,6.3,D,Low,a001H00000k7FjQQAU,2017-11-03,2800000,3,Project 186,AvMC,Order Created,Ground Maneuver,6200000,76,CA,Testing,2021-07-05T16:56:16.000Z
a011H00000W6mu2QAB,0031H00001rEkwgQAC,Physicist,Civilian,JERED,0031H00001rEkwgQAC,BERRY,JERED BERRY,12,05,WG,MAT EXAMINER AND IDENTIFIER (FLO),a001H00000k7FjRQAU,5,false,7100000,9230000,11999000,710000,37,USA,2018-06-14T17:33:01.000Z,2020-03-19,2840000,6.1,A,Low,a001H00000k7FjRQAU,2017-06-01,-57500000,2,Project 187,ARL,Order Created,Air,3550000,71,TX,Testing,2021-04-19T12:50:35.000Z
a011H00000W6mu3QAB,0031H00001rEkwhQAC,Physicist,Civilian,STEVE,0031H00001rEkwhQAC,BERRY,STEVE BERRY,12,05,GS,PROG ANL,a001H00000k7FjSQAU,5,false,48000000,62400000,81120000,33600000,68,USA,2018-06-14T17:33:01.000Z,2020-02-14,24000000,6.6,B,Low,a001H00000k7FjSQAU,2017-08-15,-52100000,4,Project 188,AC,New,Ground Maneuver,-9600000,82,HI,Not Started,2021-07-05T16:57:16.000Z
a011H00000W6mu4QAB,0031H00001rEkwiQAC,Mechanical Engineer,Civilian,VANTIZE,0031H00001rEkwiQAC,BERRY,VANTIZE BERRY,11,05,GS,PURCHASING AGENT,a001H00000k7FjTQAU,3,false,50200000,65260000,84838000,10040000,35,USA,2018-06-14T17:33:01.000Z,2019-08-03,25100000,6.3,D,Low,a001H00000k7FjTQAU,2017-07-05,-58000000,4,Project 189,AvMC,Received,Lethality,15060000,96,IN,Design,2021-07-05T16:56:16.000Z
a011H00000W6mu5QAB,0031H00001rEkwjQAC,Physicist,Civilian,RONALD,0031H00001rEkwjQAC,BERRY,RONALD BERRY,12,10,GS,MANAGEMENT AND PROGRAM ANALYST,a001H00000k7FjUQAU,2,false,34300000,44590000,57967000,17150000,64,USA,2018-06-14T17:33:01.000Z,2019-09-11,20580000,6.1,A,Low,a001H00000k7FjUQAU,2017-01-23,-54000000,1,Project 190,SC,Quote Provided,Soldier/Squad,-3430000,51,NC,Development,2021-07-05T16:57:16.000Z
a011H00000W6mu6QAB,0031H00001rEkwkQAC,Physicist,Civilian,JILL,0031H00001rEkwkQAC,BERRY,JILL BERRY,11,05,GS,TRAFFIC MANAGEMENT SPECIALIST,a001H00000k7FjVQAU,5,false,71300000,92690000,120497000,21390000,59,USA,2018-06-14T17:33:01.000Z,2018-08-03,28520000,6.1,D,Low,a001H00000k7FjVQAU,2017-11-03,-88100000,1,Project 191,AvMC,Order Created,Lethality,21390000,75,WA,Testing,2021-07-05T16:56:16.000Z
a011H00000W6mu7QAB,0031H00001rEkwlQAC,Physicist,Civilian,JOPOND,0031H00001rEkwlQAC,BERRY,JOPOND BERRY,12,05,GS,GENERAL SUPPLY SPEC,a001H00000k7FjWQAU,2,false,72800000,94640000,123032000,7280000,42,USA,2018-06-14T17:33:01.000Z,2019-12-29,21840000,6.5,D,Low,a001H00000k7FjWQAU,2017-10-24,5400000,1,Project 192,CBC,Received,Ground Maneuver,43680000,59,NY,Design,2021-07-05T16:57:16.000Z
a011H00000W6mu8QAB,0031H00001rEkwmQAC,Chemist,Civilian,PETER,0031H00001rEkwmQAC,BICKELHAUPT,PETER BICKELHAUPT,12,05,WL,MATERIALS HANDLER LEADER,a001H00000k7FjXQAU,2,false,23100000,30030000,39039000,11550000,62,USA,2018-06-14T17:33:01.000Z,2019-04-28,13860000,6.4,B,Low,a001H00000k7FjXQAU,2017-12-12,-40300000,3,Project 193,C5ISRC,Received,C3I,-2310000,58,TN,Design,2021-07-05T16:57:16.000Z
a011H00000W6mu9QAB,0031H00001rEkwnQAC,Mechanical Engineer,Civilian,JERED,0031H00001rEkwnQAC,BIERS,JERED BIERS,12,05,WG,MOTOR VEHICLE OPERATOR,a001H00000k7FjYQAU,2,false,13200000,17160000,22308000,1320000,33,USA,2018-06-14T17:33:01.000Z,2019-04-23,7920000,6.1,A,Low,a001H00000k7FjYQAU,2017-06-23,-77200000,3,Project 194,ARL,Review in Process,Lethality,3960000,51,IL,Deployed,2021-04-19T12:50:35.000Z
a011H00000W6muAQAR,0031H00001rEkwoQAC,Chemist,Civilian,RANDY,0031H00001rEkwoQAC,BLACKBURN,RANDY BLACKBURN,12,10,GS,PROPERTY DISPOSAL SPECIALIST,a001H00000k7FjZQAU,5,false,4700000,6110000,7943000,1410000,42,USA,2018-06-14T17:33:01.000Z,2019-05-03,1880000,6.4,B,Low,a001H00000k7FjZQAU,2017-01-05,-59500000,2,Project 196,C5ISRC,Review in Process,Air,1410000,51,GA,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6muBQAR,0031H00001rEkwpQAC,Electrical Engineer,Civilian,MARK,0031H00001rEkwpQAC,BLACKBURN,MARK BLACKBURN,12,10,WG,MAT HANDLER,a001H00000k7FjaQAE,3,false,28400000,36920000,47996000,17040000,27,USA,2018-06-14T17:33:01.000Z,2019-12-25,14200000,6.6,D,Low,a001H00000k7FjaQAE,2017-07-08,-27600000,3,Project 197,CBC,Quote Provided,C3I,-2840000,92,CA,Development,2021-07-05T16:57:16.000Z
a011H00000W6muCQAR,0031H00001rEkwqQAC,Physicist,Civilian,KEITH,0031H00001rEkwqQAC,BLACKBURN,KEITH BLACKBURN,12,05,WG,MVO,a001H00000k7FjbQAE,5,false,39300000,51090000,66417000,15720000,67,USA,2018-06-14T17:33:01.000Z,2018-12-06,15720000,6.2,B,Low,a001H00000k7FjbQAE,2017-08-07,-18100000,2,Project 198,C5ISRC,Quote Provided,C3I,7860000,89,TX,Development,2021-07-05T16:57:16.000Z
a011H00000W6muDQAR,0031H00001rEkwrQAC,Computer Engineer,Civilian,PATRICK,0031H00001rEkwrQAC,BLACKBURN,PATRICK BLACKBURN,13,15,WG,MATERIALS EXAMINER & IDENTIFIER (FORK LIFT OPERATOR),a001H00000k7FjcQAE,4,false,35100000,45630000,59319000,21060000,49,USA,2018-06-14T17:33:01.000Z,2019-01-27,7020000,6.5,C,Low,a001H00000k7FjcQAE,2017-01-30,-74300000,4,Project 199,GVSC,Order Created,Basic Research,7020000,61,MO,Testing,2021-07-01T18:40:47.000Z
a011H00000W6muEQAR,0031H00001rEkwsQAC,Physicist,Civilian,PETER,0031H00001rEkwsQAC,BLACKBURN,PETER BLACKBURN,13,10,GS,MGT ANL,a001H00000k7FmpQAE,2,false,96900000,125970000,163761000,58140000,26,GBR,2018-06-14T17:33:03.000Z,2018-06-25,58140000,6.5,A,Low,a001H00000k7FmpQAE,2017-03-10,-19400000,1,Project 401,SC,Quote Approved,Ground Maneuver,-19380000,97,,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6muFQAR,0031H00001rEkwtQAC,Physicist,Civilian,DAVID,0031H00001rEkwtQAC,BLACKBURN,DAVID BLACKBURN,12,10,GS,GENERAL ENGINEER,a001H00000k7FmqQAE,3,true,37300000,48490000,63037000,22380000,50,UAE,2018-06-14T17:33:03.000Z,2019-04-26,22380000,6.5,D,Low,a001H00000k7FmqQAE,2017-03-28,-61400000,1,Project 402,CBC,Received,Basic Research,-7460000,65,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muGQAR,0031H00001rEkwuQAC,Mechanical Engineer,Civilian,THOMAS,0031H00001rEkwuQAC,BLACKBURN,THOMAS BLACKBURN,12,10,GS,INVENTORY MANAGEMENT SPECIALIST,a001H00000k7FmrQAE,1,false,18000000,23400000,30420000,7200000,66,Bahrain,2018-06-14T17:33:03.000Z,2019-06-24,5400000,6.4,C,Low,a001H00000k7FmrQAE,2017-09-12,5700000,4,Project 403,GVSC,Review in Process,Lethality,5400000,89,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6muHQAR,0031H00001rEkwvQAC,Aerospace Engineer,Civilian,LARRY,0031H00001rEkwvQAC,BLACKBURN,LARRY BLACKBURN,11,05,WG,DISTRIBUTION PROCESS WORKER,a001H00000k7FmsQAE,1,false,90400000,117520000,152776000,54240000,68,Turkey,2018-06-14T17:33:03.000Z,2020-03-22,9040000,6.6,A,Low,a001H00000k7FmsQAE,2017-05-06,-94300000,3,Project 404,ARL,New,Soldier/Squad,27120000,90,,Not Started,2021-04-19T12:50:35.000Z
a011H00000W6muIQAR,0031H00001rEkwwQAC,Electrical Engineer,Civilian,JERED,0031H00001rEkwwQAC,BLACKBURN,JERED BLACKBURN,12,15,GS,SUPPLY MANAGEMENT SPECIALIST,a001H00000k7FmtQAE,1,false,84500000,109850000,142805000,16900000,36,Kuwait,2018-06-14T17:33:03.000Z,2020-02-19,50700000,6.4,C,Low,a001H00000k7FmtQAE,2017-05-05,-37100000,2,Project 405,GVSC,Review in Process,Air,16900000,96,,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6muJQAR,0031H00001rEkwxQAC,Computer Engineer,Civilian,FELISA,0031H00001rEkwxQAC,BLACKBURN,FELISA BLACKBURN,13,05,GS,AUDITOR,a001H00000k7FmuQAE,2,false,60700000,78910000,102583000,6070000,70,UAE,2018-06-14T17:33:03.000Z,2018-11-25,36420000,6.4,D,Low,a001H00000k7FmuQAE,2017-09-23,8600000,3,Project 406,CBC,Order Created,Lethality,18210000,85,,Testing,2021-07-05T16:57:16.000Z
a011H00000W6muKQAR,0031H00001rEkwyQAC,Computer Engineer,Civilian,STEPHON,0031H00001rEkwyQAC,BLACKBURN,STEPHON BLACKBURN,12,10,GS,SUPPLY TECHNICIAN,a001H00000k7FmvQAE,3,false,60600000,78780000,102414000,12120000,32,Italy,2018-06-14T17:33:03.000Z,2019-12-11,30300000,6.4,A,Low,a001H00000k7FmvQAE,2017-12-24,-12800000,2,Project 407,SC,Received,C3I,18180000,86,,Design,2021-07-05T16:57:16.000Z
a011H00000W6muLQAR,0031H00001rEkwzQAC,Chemist,Civilian,WILLIAM,0031H00001rEkwzQAC,BLANCHARD,WILLIAM BLANCHARD,12,20,GS,OPERATIONAL CONTRACT SUPPORT PLANNER,a001H00000k7FmwQAE,4,false,18200000,23660000,30758000,7280000,44,Qatar,2018-06-14T17:33:03.000Z,2019-05-10,9100000,6.6,B,Low,a001H00000k7FmwQAE,2017-10-29,-75600000,3,Project 408,AC,Order Created,C3I,1820000,70,,Testing,2021-07-05T16:57:16.000Z
